Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
1939 odeon Ave,1939 odeon Ave,Accessory STR,2,4,08/01/2019 03:11:20 PM,"(29.934438995583, -90.0230552879)",3695841.70947,524023.25478
4715 Freret St,4715 Freret St,Commercial STR,1,2,04/05/2019 11:42:42 AM,"(29.9350591622898, -90.1069155520118)",3669279.02644,523954.77068
2112 Delachaise St,2112 Delachaise St,Accessory STR,2,4,08/01/2019 10:22:04 AM,"(29.932677208809, -90.0950618558208)",3673042.68564,523128.98207
6013 Wickfield Dr,6013 Wickfield Dr,Temporary STR,3,6,03/18/2019 11:59:04 AM,"(30.0194274940969, -90.0686605646001)",3681056.50613,554766.00911
1241 Carondelet St,1241 Carondelet St,Commercial STR,1,2,09/25/2019 11:59:59 PM,"(29.9413438518038, -90.0757714766519)",3679117.87733,526347.02803
447 Audubon St,447 Audubon St,Commercial STR,1,2,09/13/2019 04:04:03 PM,"(29.9170330666858, -90.103870280575)",3670313.85735,517410.15724
2517 Soniat Street,2517 Soniat Street,Accessory STR,1,2,07/11/2019 09:50:45 AM,"(29.9373714874867, -90.1091043276922)",3668576.81396,524788.20531
600 Canal St APT 602,600 Canal St APT 602,Commercial STR,1,2,02/14/2019 02:33:09 PM,"(29.9524561629676, -90.068501628113)",3681375.62543,530413.21088
613 Napoleon Ave,613 Napoleon Ave,Accessory STR,2,4,09/19/2019 02:14:24 PM,"(29.9183117714584, -90.1009457426713)",3671235.28244,517885.09273
1820 Terpsichore St Apt A,1820 Terpsichore St Apt A,Commercial STR,2,4,03/22/2019 11:59:59 PM,"(29.9399423736091, -90.0790365522965)",3678089.40971,525826.06544
1020 Mandeville St,1020 Mandeville St,Commercial STR,2,4,07/12/2019 02:36:40 PM,"(29.9681644360665, -90.0544464004358)",3685762.6463,536174.71713
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2019 11:59:59 PM,"(29.9468584806085, -90.0681428487561)",3681511.71317,528378.9431
7432 Briarheath Dr,7432 Briarheath Dr,Temporary STR,4,8,07/02/2019 10:11:53 PM,"(30.0517252569864, -89.9632569617837)",3714270.97273,566894.1678
129 Chartres St #232,129 Chartres St #232,Commercial STR,1,2,08/07/2019 11:59:59 PM,"(29.9533352641586, -90.0676457707732)",3681643.1131,530735.877
2817 Dumaine St,2817 Dumaine St,Temporary STR,4,8,06/03/2019 09:58:58 AM,"(29.9734358177974, -90.0833112082686)",3676602.74241,537990.74241
4316 State Street Dr,4316 State Street Dr,Temporary STR,3,6,05/06/2019 04:20:49 PM,"(29.9555793697151, -90.1090309308028)",3668529.31527,531409.52851
518 Hillary St,518 Hillary St,Accessory STR,1,2,08/15/2019 01:22:35 PM,"(29.9395801957464, -90.1306396708425)",3661747.86285,525519.14585
635 Tricou St,635 Tricou St,Accessory STR,1,2,08/07/2019 09:46:00 AM,"(29.9550650356189, -90.0110033508139)",3699572.23152,531567.43975
925 Common St 1113,925 Common St 1113,Commercial STR,1,2,02/20/2019 05:21:15 PM,"(29.953851396301, -90.0723758791015)",3680143.20805,530907.04758
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,2,4,06/25/2019 11:59:59 PM,"(29.9468580834867, -90.0684359280407)",3681418.90205,528377.77401
4306 S Tonti St,4306 S Tonti St,Accessory STR,3,6,10/01/2019 12:28:44 PM,"(29.9465393811101, -90.1030147260241)",3670469.67118,528142.65152
800 Common St Unit 706,800 Common St Unit 706,Temporary STR,1,2,05/15/2019 01:30:49 PM,"(29.9527193153131, -90.0712729238464)",3680497.00315,530499.22637
1235 Constance ST,1235 Constance ST,Temporary STR,2,4,03/12/2019 01:07:46 PM,"(29.9382893082598, -90.0701915284172)",3680897.28527,525255.7232
925 Common St 916,925 Common St 916,Commercial STR,1,2,02/21/2019 09:09:31 AM,"(29.95396182446, -90.0724015966845)",3680134.62245,530947.11372
7421 Pitt St,7421 Pitt St,Accessory STR,2,4,05/06/2019 05:46:05 PM,"(29.9343059999263, -90.1322510023509)",3661257.64768,523595.89427
931 Elysian Fields Ave,931 Elysian Fields Ave,Accessory STR,2,4,08/05/2019 10:40:07 AM,"(29.9672351773806, -90.056474298779)",3685124.35234,535829.64378
14 tennyson place,14 tennyson place,Temporary STR,3,6,10/15/2019 05:33:51 PM,"(29.9188250283529, -90.0032129895157)",3702192.05034,518417.90636
1132 Marengo St,1132 Marengo St,Accessory STR,1,2,07/04/2019 03:45:29 PM,"(29.923810804366, -90.0984644205183)",3671999.74766,519893.20281
600 N Rampart St,600 N Rampart St,Commercial STR,3,6,09/18/2019 11:59:59 PM,"(29.9596431063136, -90.0689711432604)",3681198.10948,533025.008
2808 Dante St,2808 Dante St,Accessory STR,1,2,09/30/2019 09:51:42 AM,"(29.9606235538852, -90.1190768839317)",3665328.77677,533209.93959
936 Washington Ave,936 Washington Ave,Accessory STR,2,4,05/06/2019 11:59:59 PM,"(29.9251311516821, -90.0818728200297)",3677249.9771,520430.34694
929 Hagan St,929 Hagan St,Accessory STR,1,2,03/05/2019 11:59:59 PM,"(29.977095823622, -90.0875255709862)",3675254.01569,539307.13051
1023 Washington Ave,1023 Washington Ave,Accessory STR,3,6,08/05/2019 11:59:59 PM,"(29.9258890915812, -90.0819633670838)",3677218.28629,520705.64786
1320 Sixth St,1320 Sixth St,Temporary STR,5,10,06/21/2019 07:50:06 AM,"(29.9275453865394, -90.0855390445857)",3676079.13787,521295.58515
5107 Conti St Apt B,5107 Conti St Apt B,Commercial STR,1,2,06/03/2019 02:33:40 PM,"(29.9835221369068, -90.1076753775758)",3668849.86906,541575.19604
5833 S Claiborne Ave,5833 S Claiborne Ave,Temporary STR,2,4,03/14/2019 11:59:59 PM,"(29.9438685621766, -90.1125751344904)",3667452.39514,527139.05856
5939 Tchoupitoulas St,5939 Tchoupitoulas St,Temporary STR,3,6,02/07/2019 10:56:38 AM,"(29.9173106471091, -90.1221878989839)",3664510.18586,517449.29893
1068 Magazine St Unit 400,1068 Magazine St Unit 400,Commercial STR,1,2,10/17/2019 04:10:54 PM,"(29.9412566471899, -90.0703200614001)",3680844.68405,526334.30624
1429 N Claiborne Ave Apt J,1429 N Claiborne Ave Apt J,Commercial STR,,,04/12/2019 11:59:59 PM,"(29.9703056911431, -90.0686404098695)",3681260.03822,536903.47801
"1721 Robert C Blakes, SR Dr Apt 4","1721 Robert C Blakes, SR Dr Apt 4",Commercial STR,3,6,02/08/2019 07:41:04 PM,"(29.9380892371512, -90.0783629631788)",3678310.11822,525154.53337
3803 Octavia St,3803 Octavia St,Accessory STR,3,6,04/30/2019 07:34:33 AM,"(29.9499830016602, -90.1081848625215)",3668818.98586,529377.33933
8919 Green St,8919 Green St,Temporary STR,2,4,02/20/2019 11:59:59 PM,"(29.9566220970999, -90.1329116813878)",3660963.38029,531708.69549
1701 Louisa ST,1701 Louisa ST,Temporary STR,3,6,02/11/2019 12:49:22 PM,"(29.9734296816428, -90.0403156986401)",3690215.00444,538139.56391
1253 Kerlerec St,1253 Kerlerec St,Temporary STR,3,6,06/21/2019 07:57:59 AM,"(29.9681380280058, -90.0647342338562)",3682505.487,536128.90561
3022 Constance St,3022 Constance St,Accessory STR,2,4,09/17/2019 11:59:59 PM,"(29.9237361572415, -90.0844974479227)",3676424.15317,519914.00652
314 S Gayoso St,314 S Gayoso St,Temporary STR,1,2,06/04/2019 04:11:43 PM,"(29.9654941892672, -90.0921653693272)",3673830.81851,535072.38874
912 Kentucky St,912 Kentucky St,Temporary STR,,,03/11/2019 11:43:06 AM,"(29.9626678099177, -90.0313068749832)",3693111.62973,534258.45498
303 Mouton St,303 Mouton St,Temporary STR,4,8,04/11/2019 02:15:00 PM,"(30.0164390275119, -90.1109587149904)",3667682.78164,553534.01398
4331 State Street Dr,4331 State Street Dr,Accessory STR,2,4,04/05/2019 04:50:00 PM,"(29.9557037341509, -90.1087181316652)",3668627.88129,531455.81063
1207 Henriette Delille St,1207 Henriette Delille St,Accessory STR,2,4,05/03/2019 11:55:19 AM,"(29.9656249571104, -90.0656595509247)",3682222.62914,535211.81677
301 St Charles Ave 301,301 St Charles Ave 301,Commercial STR,2,4,02/26/2019 11:59:59 PM,"(29.9514636158234, -90.0701749512003)",3680849.72386,530046.43905
1330 Magazine St,1330 Magazine St,Commercial STR,5,10,02/20/2019 01:10:32 PM,"(29.9375394895195, -90.0713858283004)",3680522.04322,524978.89433
2544 Dumaine St Unit B,2544 Dumaine St Unit B,Temporary STR,3,6,04/29/2019 11:59:59 PM,"(29.9709146379787, -90.0800098366138)",3677657.97576,537085.3627
1042 Desire St,1042 Desire St,Temporary STR,2,4,02/27/2019 11:59:59 PM,"(29.9663951049061, -90.0407287399496)",3690113.09398,535580.05869
300 Magazine St 3,300 Magazine St 3,Commercial STR,2,4,02/21/2019 11:59:59 PM,"(29.95034149204, -90.0675017779511)",3681700.73644,529647.73538
1742 Clio St Apt A,1742 Clio St Apt A,Commercial STR,2,4,04/12/2019 11:59:59 PM,"(29.9424810076905, -90.0760883548397)",3679012.98518,526759.43813
6821 General Diaz St,6821 General Diaz St,Accessory STR,3,6,05/30/2019 02:38:49 PM,"(30.0141975350757, -90.1033450802125)",3670100.95431,552744.69833
2526 Bienville Ave,2526 Bienville Ave,Accessory STR,3,6,02/11/2019 11:59:59 PM,"(29.9657792375505, -90.0840989314444)",3676383.70587,535203.79796
301 St Charles Ave 401,301 St Charles Ave 401,Commercial STR,2,4,02/26/2019 11:59:59 PM,"(29.9514503356591, -90.0701789428287)",3680848.51308,530041.59596
123 E. Sprague,123 E. Sprague,Temporary STR,1,2,05/14/2019 04:32:51 PM,"(29.9526795988336, -90.0711341697253)",3680541.1005,530485.26797
1626 Gentilly Blvd,1626 Gentilly Blvd,Temporary STR,1,2,05/23/2019 11:59:59 PM,"(29.9812754294151, -90.0771347429287)",3678526.94101,540862.91067
4527 Danneel St,4527 Danneel St,Accessory STR,1,2,05/15/2019 12:24:04 PM,"(29.9307499899717, -90.1042688526924)",3670134.09639,522396.7779
1041 Constance St Apt 306,1041 Constance St Apt 306,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.9415141862463, -90.0694997241712)",3681103.45115,526430.82137
5024 Paris Ave,5024 Paris Ave,Accessory STR,1,2,05/06/2019 02:47:26 PM,"(30.0088627480889, -90.0748317353887)",3679145.82754,550902.74088
1120 Milan St,1120 Milan St,Temporary STR,3,6,03/05/2019 03:44:31 PM,"(29.9234618985825, -90.0995049259715)",3671671.5282,519762.77753
2604 Iberville St APT B,2604 Iberville St APT B,Commercial STR,1,2,05/01/2019 12:57:04 PM,"(29.9655580280637, -90.0854487396223)",3675957.20334,535118.70088
4735 Banks St,4735 Banks St,Temporary STR,2,4,05/16/2019 11:59:59 PM,"(29.9769000204396, -90.1097739723)",3668211.23898,539160.03227
227 S Salcedo ST,227 S Salcedo ST,Temporary STR,3,6,02/15/2019 11:59:59 PM,"(29.966842781297, -90.0927465254774)",3673641.50171,535560.79572
2523 D'abadie St,2523 D'abadie St,Temporary STR,2,4,05/21/2019 11:59:59 PM,"(29.9803931888622, -90.072976967111)",3679846.70619,540556.54811
1932 Bartholomew St,1932 Bartholomew St,Accessory STR,2,4,06/20/2019 11:59:59 PM,"(29.9746178846012, -90.0328739129)",3692566.13987,538598.30113
917 Esplanade Ave Unit 7,917 Esplanade Ave Unit 7,Temporary STR,1,2,03/25/2019 11:04:45 AM,"(29.9652007953731, -90.0617333125735)",3683467.47253,535071.35021
5455 West End Blvd,5455 West End Blvd,Temporary STR,2,4,06/06/2019 11:59:58 PM,"(29.9898791766112, -90.1154553181684)",3666362.43284,543860.61013
201 Magazine St Unit 306,201 Magazine St Unit 306,Commercial STR,1,2,04/15/2019 11:05:11 AM,"(29.9511951777852, -90.0677622212952)",3681614.83311,529957.25576
2737 St Philip St 2735 St Philip St,2737 St Philip St 2735 St Philip St,Accessory STR,2,4,04/08/2019 04:40:14 PM,"(29.9738054421978, -90.0815431189014)",3677161.04642,538131.26298
4959 Lafaye ST,4959 Lafaye ST,Temporary STR,2,4,08/07/2019 11:59:59 PM,"(30.0102633436882, -90.0485731709238)",3687450.53986,551504.27964
925 Common St 808,925 Common St 808,Commercial STR,1,2,02/21/2019 09:02:47 AM,"(29.9538347234386, -90.0725523247029)",3680087.40164,530900.36989
4314 Pitt St,4314 Pitt St,Temporary STR,2,4,06/18/2019 10:58:06 AM,"(29.9256593241289, -90.1010931256657)",3671159.86254,520556.42815
812 Gravier St Apt 504,812 Gravier St Apt 504,Commercial STR,1,2,06/07/2019 11:59:59 PM,"(29.9519330134345, -90.0714858341562)",3680432.73115,530212.55552
2007 Orleans Ave,2007 Orleans Ave,Commercial STR,3,6,08/06/2019 12:16:12 PM,"(29.9664491721382, -90.0758798601408)",3678983.36763,535475.87629
2606 Ursulines Ave Apt C,2606 Ursulines Ave Apt C,Temporary STR,3,6,06/25/2019 11:59:59 PM,"(29.9728465463972, -90.0790906130179)",3677941.31701,537791.06266
719 Port St,719 Port St,Accessory STR,2,4,08/12/2019 11:59:59 PM,"(29.9650395513196, -90.0502490488448)",3687104.30729,535053.25082
1679 N Roman St,1679 N Roman St,Temporary STR,3,6,02/27/2019 11:59:59 PM,"(29.9752221262128, -90.0657143898649)",3682166.658,538701.51572
717 Lesseps St,717 Lesseps St,Temporary STR,2,4,05/06/2019 12:01:09 PM,"(29.9612315135197, -90.0335862683067)",3692395.82992,533727.9721
123 E. Sprague,123 E. Sprague,Temporary STR,2,4,05/14/2019 09:15:34 PM,"(29.9525855341178, -90.0714018102602)",3680456.72539,530450.12909
136 N Jefferson Davis Prkwy,136 N Jefferson Davis Prkwy,Commercial STR,3,6,09/20/2019 10:18:06 AM,"(29.9706886172245, -90.0929245230192)",3673570.00526,536958.67924
1922 Dumaine St,1922 Dumaine St,Temporary STR,3,6,05/10/2019 11:04:21 AM,"(29.9670278734751, -90.0744102430567)",3679446.36469,535691.42321
1818 Onzaga St,1818 Onzaga St,Accessory STR,2,4,05/20/2019 08:10:37 AM,"(29.9748358900067, -90.067202765282)",3681697.00341,538555.85582
720 Kerlerec St Apt 201,720 Kerlerec St Apt 201,Temporary STR,2,4,05/23/2019 11:59:59 PM,"(29.9642871809471, -90.0598885937581)",3684055.24481,534745.61271
428 S Jefferson Davis Prkwy,428 S Jefferson Davis Prkwy,Temporary STR,3,6,03/21/2019 11:59:59 PM,"(29.9666187583407, -90.096556904936)",3672435.94388,535466.2905
623 Spain St,623 Spain St,Temporary STR,3,6,03/08/2019 11:59:59 PM,"(29.9644006808477, -90.0528379576721)",3686287.19529,534811.76436
2303 Governor Nicholls St,2303 Governor Nicholls St,Temporary STR,2,4,02/07/2019 11:59:59 PM,"(29.9718021288727, -90.0751753670854)",3679185.05032,537424.86228
6026 Vermillion Blvd Apt B.,6026 Vermillion Blvd Apt B.,Accessory STR,2,4,05/17/2019 02:51:33 PM,"(30.020229326773, -90.0625949406568)",3682972.74453,555078.82383
3839 Ulloa St Apt G,3839 Ulloa St Apt G,Temporary STR,1,2,05/21/2019 11:59:59 PM,"(29.9679787247206, -90.1027554464478)",3670468.05377,535939.69665
1312 Feliciana St,1312 Feliciana St,Accessory STR,3,6,07/01/2019 10:03:43 AM,"(29.9701872167615, -90.0445913813949)",3688874.60111,536945.23399
4429 Danneel St,4429 Danneel St,Accessory STR,3,6,04/30/2019 11:59:59 PM,"(29.9305014089452, -90.1034239857265)",3670402.66426,522309.25599
230 26Th St,230 26Th St,Temporary STR,3,6,10/02/2019 10:19:11 AM,"(30.0063994721304, -90.1178446711079)",3665542.3664,549860.03298
"1509 Robert C Blakes, SR Dr","1509 Robert C Blakes, SR Dr",Commercial STR,3,6,05/22/2019 11:59:59 PM,"(29.9396616873342, -90.0770129407346)",3678731.41365,525731.01881
2535 Orleans Ave,2535 Orleans Ave,Commercial STR,5,10,05/09/2019 02:06:04 PM,"(29.9696569137565, -90.0808424415647)",3677399.36789,536625.12391
1934 Fern ST,1934 Fern ST,Temporary STR,2,4,02/11/2019 12:03:31 PM,"(29.9515548268761, -90.1223062373013)",3664341.0905,529901.37747
1210 Pauline St,1210 Pauline St,Accessory STR,2,4,09/06/2019 10:10:25 AM,"(29.9672699106213, -90.0369797468081)",3691296.495,535911.57965
6118 Dauphine ST,6118 Dauphine ST,Temporary STR,2,4,04/02/2019 04:01:23 PM,"(29.9565125456349, -90.0122302863563)",3699177.64938,532089.3234
5821 S Claiborne Ave,5821 S Claiborne Ave,Temporary STR,5,10,05/22/2019 11:59:59 PM,"(29.9435158753414, -90.1122866077614)",3667545.13594,527011.78189
1310 N Derbigny St,1310 N Derbigny St,Accessory STR,2,4,10/03/2019 01:49:52 PM,"(29.9694521851154, -90.0699060243154)",3680862.75816,536588.69063
2606 Ursulines Ave Apt E Unit E,2606 Ursulines Ave Apt E Unit E,Temporary STR,2,4,05/29/2019 08:58:45 PM,"(29.9727817310948, -90.0791427547635)",3677925.06696,537767.31265
"c/o Patricia Tombar, registered agent 35 Lakewood Estates Dr","c/o Patricia Tombar, registered agent 35 Lakewood Estates Dr",Temporary STR,2,4,02/13/2019 11:59:59 PM,"(29.9712808656687, -90.1035537551973)",3670202.40954,537137.76967
1622 Andry St,1622 Andry St,Temporary STR,3,6,09/04/2019 11:59:59 PM,"(29.967398526515, -90.0167659662502)",3697695.94762,536031.32039
6041 Franklin Ave,6041 Franklin Ave,Accessory STR,3,6,05/23/2019 11:59:59 PM,"(30.0213346256757, -90.0513984859583)",3686511.34428,555520.22063
2015 Adams St,2015 Adams St,Accessory STR,2,4,04/01/2019 11:11:40 AM,"(29.9504969158314, -90.1200491106086)",3665059.92352,529524.2416
918 Upperline St,918 Upperline St,Accessory STR,1,2,10/14/2019 11:59:59 PM,"(29.920811369124, -90.1082808199991)",3668902.0107,518769.12159
1915 Chestnut St,1915 Chestnut St,Temporary STR,3,6,03/22/2019 11:59:59 PM,"(29.9329653845014, -90.0757776099428)",3679149.3725,523300.29241
1623 Conery St Unit 1,1623 Conery St Unit 1,Temporary STR,2,4,04/01/2019 11:59:59 PM,"(29.9312003547129, -90.0870083728226)",3675599.282,522619.59897
1141 Crete St,1141 Crete St,Accessory STR,1,2,04/08/2019 11:59:59 PM,"(29.9763310113973, -90.079943720109)",3677657.36392,539055.19201
2805 Orleans Ave,2805 Orleans Ave,Temporary STR,3,6,06/26/2019 01:13:23 AM,"(29.9719471074967, -90.0842631032831)",3676307.27617,537446.10388
1219 Marengo St Apt B,1219 Marengo St Apt B,Temporary STR,1,2,04/30/2019 11:59:59 PM,"(29.9245179155313, -90.0980933230557)",3672114.52282,520151.60115
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,3,6,06/25/2019 11:59:59 PM,"(29.946842391816, -90.0682176132236)",3681488.10126,528372.83121
3308 Burgundy St Unit 203,3308 Burgundy St Unit 203,Commercial STR,2,4,05/07/2019 10:15:17 AM,"(29.9646749731189, -90.0419810637515)",3689723.63457,534950.08527
925 Common St 1415,925 Common St 1415,Commercial STR,1,2,02/21/2019 08:58:27 AM,"(29.9538806377057, -90.0722791075058)",3680173.73464,530918.01807
201 Magazine St Unit 301,201 Magazine St Unit 301,Commercial STR,1,2,04/15/2019 11:04:41 AM,"(29.9511802507239, -90.0677263721878)",3681626.24531,529951.95312
1420 Terpsichore St Unit 3,1420 Terpsichore St Unit 3,Temporary STR,1,2,04/15/2019 05:45:43 PM,"(29.9371184429754, -90.0742466459879)",3679617.6733,524815.81926
4216 N Robertson St B,4216 N Robertson St B,Accessory STR,3,6,10/09/2019 11:59:59 PM,"(29.96900891242, -90.0318101419999)",3692926.0888,536562.49844
2205 Arts St,2205 Arts St,Accessory STR,2,4,10/22/2019 09:52:26 AM,"(29.9803379515819, -90.0505915146528)",3686933.5974,540615.10318
814 Arabella St,814 Arabella St,Temporary STR,3,6,02/21/2019 11:59:59 PM,"(29.9217480137375, -90.11801183939)",3665815.94938,519076.89574
1909 Calhoun St,1909 Calhoun St,Temporary STR,2,4,04/29/2019 11:59:59 PM,"(29.9357642280028, -90.1190279819461)",3665440.06016,524170.30176
725 Montegut St.,725 Montegut St.,Accessory STR,1,2,08/29/2019 12:15:53 PM,"(29.9644118812068, -90.0470056545229)",3688133.80265,534836.5209
925 Common St Unit 1007,925 Common St Unit 1007,Commercial STR,1,2,05/16/2019 11:59:59 PM,"(29.9537828602591, -90.0724822115216)",3680109.81115,530881.75482
524 N Salcedo St,524 N Salcedo St,Accessory STR,2,4,07/24/2019 10:42:08 AM,"(29.9719529966677, -90.0879059415665)",3675153.92238,537435.6914
1024 Toledano St,1024 Toledano St,Temporary STR,4,8,02/06/2019 02:40:55 PM,"(29.9229759680228, -90.0876328665677)",3675433.99835,519626.76364
1636 Second St,1636 Second St,Accessory STR,2,4,10/16/2019 11:59:59 PM,"(29.9330904334171, -90.0842066014401)",3676479.19861,523316.56332
201 Magazine St Unit 404,201 Magazine St Unit 404,Commercial STR,1,2,04/15/2019 11:06:09 AM,"(29.9511182216805, -90.0677042253979)",3681633.50762,529929.47455
5960 Winchester Park Dr,5960 Winchester Park Dr,Temporary STR,5,10,03/27/2019 11:59:59 PM,"(30.0409256052324, -89.9627978604613)",3714463.18021,562968.74038
8116 Belfast St,8116 Belfast St,Temporary STR,2,4,04/01/2019 04:37:18 PM,"(29.958383919221, -90.1188031418125)",3665424.0866,532396.44013
4200 Orleans Ave,4200 Orleans Ave,Temporary STR,2,4,02/25/2019 11:59:59 PM,"(29.9806490827891, -90.097944136392)",3671941.71259,540563.52315
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2019 11:59:59 PM,"(29.946846109091, -90.0682539380903)",3681476.58293,528374.05594
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2019 11:59:59 PM,"(29.9468749366752, -90.068518011782)",3681392.84002,528383.6155
4527 S Rocheblave St A,4527 S Rocheblave St A,Accessory STR,1,2,09/11/2019 09:42:37 AM,"(29.9475582994959, -90.1060731707447)",3669497.14421,528502.782
2351 Magazine St,2351 Magazine St,Accessory STR,1,2,10/18/2019 08:18:33 PM,"(29.9283861533879, -90.0788949470632)",3678180.2619,521624.29638
635 N Scott St Unit 25,635 N Scott St Unit 25,Commercial STR,1,2,03/14/2019 12:36:12 PM,"(29.9781348469372, -90.0947735179801)",3672955.33323,539660.08456
